Iteration,Total Reward,Actual MIS Size,Generated MIS Size,Line 1 Count,Line 2 Count,Line 3 Count,Line 4 Count,Line 5 Count,Line 6 Count,Line 7 Count,Line 8 Count,Line 9 Count,Line 10 Count,Adjacency Matrix
9628,1,10,4,6,2,4,3,1,0,0,1,1,1,"0,0,0,1,0,1,0,0,0,0;0,0,0,1,0,1,0,0,1,0;0,0,0,0,1,0,0,0,0,0;1,1,0,0,0,0,1,0,1,1;0,0,1,0,0,0,0,0,0,0;1,1,0,0,0,0,0,0,1,0;0,0,0,1,0,0,0,1,1,0;0,0,0,0,0,0,1,0,0,0;0,1,0,1,0,1,1,0,0,1;0,0,0,1,0,0,0,0,1,0"
9629,1,10,5,5,2,3,2,1,0,0,1,1,1,"0,0,1,0,0,1,0,1,1,0;0,0,0,0,0,0,1,0,0,1;1,0,0,0,0,1,0,0,0,0;0,0,0,0,1,1,1,0,0,0;0,0,0,1,0,0,0,0,1,0;1,0,1,1,0,0,0,1,1,1;0,1,0,1,0,0,0,1,0,0;1,0,0,0,0,1,1,0,0,0;1,0,0,0,1,1,0,0,0,0;0,1,0,0,0,1,0,0,0,0"
9630,-0.1,10,5,5,1,4,4,0,0,0,0,0,0,"0,0,0,1,0,1,0,0,0,0;0,0,0,1,0,0,0,0,0,1;0,0,0,0,1,0,0,1,0,0;1,1,0,0,0,1,0,1,0,0;0,0,1,0,0,0,0,1,1,1;1,0,0,1,0,0,0,0,0,0;0,0,0,0,0,0,0,1,0,0;0,0,1,1,1,0,1,0,0,0;0,0,0,0,1,0,0,0,0,1;0,1,0,0,1,0,0,0,1,0"
9631,4,10,4,8,3,5,3,2,0,0,2,2,2,"0,0,1,1,0,0,1,0,1,0;0,0,0,1,1,1,1,0,0,0;1,0,0,0,0,0,1,0,1,0;1,1,0,0,0,1,0,1,1,1;0,1,0,0,0,1,0,0,1,1;0,1,0,1,1,0,0,0,1,0;1,1,1,0,0,0,0,0,0,1;0,0,0,1,0,0,0,0,1,0;1,0,1,1,1,1,0,1,0,0;0,0,0,1,1,0,1,0,0,0"
9632,4,10,4,6,3,3,1,2,0,0,2,2,2,"0,0,1,0,0,0,0,1,0,0;0,0,1,0,0,0,0,1,0,1;1,1,0,0,0,0,1,0,0,1;0,0,0,0,0,0,0,0,1,0;0,0,0,0,0,1,1,0,0,1;0,0,0,0,1,0,1,0,0,1;0,0,1,0,1,1,0,1,0,1;1,1,0,0,0,0,1,0,1,0;0,0,0,1,0,0,0,1,0,1;0,1,1,0,1,1,1,0,1,0"
9633,1,10,4,5,2,3,2,1,0,0,1,1,1,"0,1,0,0,0,0,0,1,0,0;1,0,0,0,1,0,0,1,0,0;0,0,0,0,1,0,1,0,0,1;0,0,0,0,0,1,1,0,0,0;0,1,1,0,0,0,0,0,0,1;0,0,0,1,0,0,0,0,0,0;0,0,1,1,0,0,0,1,1,0;1,1,0,0,0,0,1,0,0,0;0,0,0,0,0,0,1,0,0,0;0,0,1,0,1,0,0,0,0,0"
9634,1,10,5,7,3,4,2,2,1,1,1,1,1,"0,0,1,0,0,0,1,1,0,0;0,0,0,0,0,0,0,0,0,0;1,0,0,0,1,0,0,0,0,1;0,0,0,0,1,0,1,0,0,0;0,0,1,1,0,1,0,0,0,0;0,0,0,0,1,0,1,0,1,0;1,0,0,1,0,1,0,0,1,1;1,0,0,0,0,0,0,0,0,0;0,0,0,0,0,1,1,0,0,1;0,0,1,0,0,0,1,0,1,0"
9635,1,10,5,5,1,4,3,1,0,0,1,1,1,"0,0,0,1,1,0,0,0,0,1;0,0,1,0,0,0,0,1,1,0;0,1,0,0,0,0,1,1,0,0;1,0,0,0,1,0,1,0,0,0;1,0,0,1,0,0,1,0,0,0;0,0,0,0,0,0,0,0,0,1;0,0,1,1,1,0,0,0,0,0;0,1,1,0,0,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0;1,0,0,0,0,1,0,0,0,0"
9636,1,10,4,5,2,3,2,1,0,0,1,1,1,"0,0,0,0,0,1,0,0,0,0;0,0,0,1,0,0,0,0,1,1;0,0,0,0,1,0,1,0,1,0;0,1,0,0,0,1,0,0,1,1;0,0,1,0,0,0,0,1,0,1;1,0,0,1,0,0,1,0,0,1;0,0,1,0,0,1,0,0,0,0;0,0,0,0,1,0,0,0,0,1;0,1,1,1,0,0,0,0,0,0;0,1,0,1,1,1,0,1,0,0"
9637,4,10,4,7,3,4,2,2,0,0,2,2,2,"0,0,1,0,0,0,0,0,0,0;0,0,0,0,1,1,0,0,1,1;1,0,0,0,0,1,0,0,0,0;0,0,0,0,1,0,1,1,0,0;0,1,0,1,0,0,0,0,0,0;0,1,1,0,0,0,0,0,1,1;0,0,0,1,0,0,0,1,1,0;0,0,0,1,0,0,1,0,1,1;0,1,0,0,0,1,1,1,0,0;0,1,0,0,0,1,0,1,0,0"
9638,-0.1,10,6,5,1,4,4,0,0,0,0,0,0,"0,1,0,0,0,0,0,0,0,0;1,0,0,1,0,0,1,0,0,0;0,0,0,1,0,0,1,1,1,1;0,1,1,0,0,0,0,0,1,0;0,0,0,0,0,0,0,1,0,0;0,0,0,0,0,0,0,0,1,0;0,1,1,0,0,0,0,0,0,0;0,0,1,0,1,0,0,0,0,0;0,0,1,1,0,1,0,0,0,0;0,0,1,0,0,0,0,0,0,0"
9639,-0.1,10,5,2,1,1,1,0,0,0,0,0,0,"0,0,0,0,0,1,1,0,1,0;0,0,0,0,0,0,0,0,0,0;0,0,0,1,0,0,1,0,0,0;0,0,1,0,0,0,0,1,0,0;0,0,0,0,0,0,0,1,1,0;1,0,0,0,0,0,0,0,0,0;1,0,1,0,0,0,0,0,0,1;0,0,0,1,1,0,0,0,0,0;1,0,0,0,1,0,0,0,0,0;0,0,0,0,0,0,1,0,0,0"
9640,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,1,0,0,1,0,0,0,1;0,0,0,0,0,1,0,0,0,0;1,0,0,0,1,1,0,1,1,0;0,0,0,0,1,0,1,0,0,0;0,0,1,1,0,1,1,0,0,1;1,1,1,0,1,0,0,1,0,0;0,0,0,1,1,0,0,0,0,0;0,0,1,0,0,1,0,0,0,0;0,0,1,0,0,0,0,0,0,1;1,0,0,0,1,0,0,0,1,0"
9641,4,10,4,8,4,4,1,3,1,1,2,2,2,"0,0,0,0,0,0,0,0,0,0;0,0,1,0,0,0,0,0,0,1;0,1,0,0,1,1,0,1,0,1;0,0,0,0,0,1,1,0,1,0;0,0,1,0,0,1,0,1,0,0;0,0,1,1,1,0,0,0,1,0;0,0,0,1,0,0,0,1,1,0;0,0,1,0,1,0,1,0,0,1;0,0,0,1,0,1,1,0,0,0;0,1,1,0,0,0,0,1,0,0"
9642,1,10,5,6,2,4,3,1,0,0,1,1,1,"0,0,0,0,0,0,0,1,0,1;0,0,0,0,1,1,0,0,0,0;0,0,0,0,1,0,1,1,0,1;0,0,0,0,0,1,0,1,1,0;0,1,1,0,0,0,0,0,0,1;0,1,0,1,0,0,0,0,0,0;0,0,1,0,0,0,0,0,0,1;1,0,1,1,0,0,0,0,0,0;0,0,0,1,0,0,0,0,0,0;1,0,1,0,1,0,1,0,0,0"
9643,-0.1,10,5,3,1,2,2,0,0,0,0,0,0,"0,0,0,0,0,0,1,0,0,0;0,0,0,1,1,0,0,0,0,0;0,0,0,0,0,0,1,1,1,0;0,1,0,0,1,0,1,0,0,0;0,1,0,1,0,1,0,0,0,1;0,0,0,0,1,0,0,0,0,0;1,0,1,1,0,0,0,0,0,1;0,0,1,0,0,0,0,0,1,0;0,0,1,0,0,0,0,1,0,0;0,0,0,0,1,0,1,0,0,0"
9644,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,0,0,0,1,1,1,1,0;0,0,1,1,0,1,1,0,0,1;0,1,0,0,1,0,0,1,0,0;0,1,0,0,0,0,0,1,0,0;0,0,1,0,0,0,0,1,0,0;1,1,0,0,0,0,0,0,0,1;1,1,0,0,0,0,0,0,0,0;1,0,1,1,1,0,0,0,0,1;1,0,0,0,0,0,0,0,0,0;0,1,0,0,0,1,0,1,0,0"
9645,-0.1,10,5,5,1,4,4,0,0,0,0,0,0,"0,0,0,1,1,0,1,0,0,0;0,0,0,0,1,0,0,0,0,1;0,0,0,0,0,1,0,0,0,0;1,0,0,0,0,0,1,0,0,1;1,1,0,0,0,0,0,1,1,0;0,0,1,0,0,0,0,1,1,1;1,0,0,1,0,0,0,0,1,0;0,0,0,0,1,1,0,0,0,0;0,0,0,0,1,1,1,0,0,0;0,1,0,1,0,1,0,0,0,0"
9646,4,10,4,8,3,5,3,2,0,0,2,2,2,"0,0,1,1,0,0,1,0,0,1;0,0,0,0,1,1,0,0,0,0;1,0,0,1,0,0,1,0,0,1;1,0,1,0,0,1,0,1,0,1;0,1,0,0,0,1,0,0,0,0;0,1,0,1,1,0,0,0,0,1;1,0,1,0,0,0,0,0,1,0;0,0,0,1,0,0,0,0,1,0;0,0,0,0,0,0,1,1,0,0;1,0,1,1,0,1,0,0,0,0"
9647,1,10,5,6,3,3,1,2,1,1,1,1,1,"0,0,0,0,0,0,0,0,0,0;0,0,1,0,1,0,1,0,0,0;0,1,0,0,1,0,0,0,1,0;0,0,0,0,0,0,0,0,1,0;0,1,1,0,0,0,0,0,1,0;0,0,0,0,0,0,1,0,0,1;0,1,0,0,0,1,0,1,1,1;0,0,0,0,0,0,1,0,1,1;0,0,1,1,1,0,1,1,0,1;0,0,0,0,0,1,1,1,1,0"
9648,1,10,4,6,2,4,3,1,0,0,1,1,1,"0,0,0,1,1,0,1,0,1,0;0,0,0,1,0,0,1,0,0,0;0,0,0,0,1,1,0,0,0,1;1,1,0,0,1,0,1,1,1,1;1,0,1,1,0,0,1,0,0,0;0,0,1,0,0,0,0,0,0,1;1,1,0,1,1,0,0,1,1,0;0,0,0,1,0,0,1,0,1,0;1,0,0,1,0,0,1,1,0,0;0,0,1,1,0,1,0,0,0,0"
9649,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,1,0,0,0,0,0,1,1;0,0,0,1,0,0,1,0,0,0;1,0,0,1,0,1,0,1,0,0;0,1,1,0,0,0,0,0,1,0;0,0,0,0,0,0,0,1,0,0;0,0,1,0,0,0,0,0,1,0;0,1,0,0,0,0,0,0,0,0;0,0,1,0,1,0,0,0,0,0;1,0,0,1,0,1,0,0,0,0;1,0,0,0,0,0,0,0,0,0"
9650,-0.1,10,5,3,1,2,2,0,0,0,0,0,0,"0,0,0,0,0,0,0,0,1,0;0,0,0,1,0,0,0,1,1,0;0,0,0,1,0,0,0,0,1,1;0,1,1,0,1,1,0,0,0,0;0,0,0,1,0,0,1,0,1,0;0,0,0,1,0,0,0,0,1,0;0,0,0,0,1,0,0,0,0,0;0,1,0,0,0,0,0,0,0,1;1,1,1,0,1,1,0,0,0,1;0,0,1,0,0,0,0,1,1,0"
9651,1,10,5,6,2,4,3,1,0,0,1,1,1,"0,1,1,0,0,0,0,0,0,0;1,0,0,0,1,0,0,0,1,1;1,0,0,0,1,0,0,0,0,0;0,0,0,0,0,1,0,1,0,0;0,1,1,0,0,1,0,1,0,0;0,0,0,1,1,0,0,1,1,0;0,0,0,0,0,0,0,0,0,1;0,0,0,1,1,1,0,0,0,0;0,1,0,0,0,1,0,0,0,0;0,1,0,0,0,0,1,0,0,0"
9652,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,1,1,0,0,0,0,0,1,1;1,0,1,0,1,1,1,0,1,0;1,1,0,1,0,0,1,0,0,0;0,0,1,0,0,1,0,0,0,0;0,1,0,0,0,0,0,0,0,0;0,1,0,1,0,0,0,1,0,0;0,1,1,0,0,0,0,0,0,1;0,0,0,0,0,1,0,0,0,0;1,1,0,0,0,0,0,0,0,0;1,0,0,0,0,0,1,0,0,0"
9653,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,1,0,1,0,1,0,1,1;0,0,1,0,0,0,0,1,0,0;1,1,0,1,1,1,0,0,1,0;0,0,1,0,1,0,0,1,0,0;1,0,1,1,0,0,0,0,1,0;0,0,1,0,0,0,0,0,1,0;1,0,0,0,0,0,0,1,0,0;0,1,0,1,0,0,1,0,0,0;1,0,1,0,1,1,0,0,0,0;1,0,0,0,0,0,0,0,0,0"
9654,1,10,4,6,2,4,3,1,0,0,1,1,1,"0,0,0,0,0,1,1,0,0,0;0,0,1,0,0,1,0,1,0,1;0,1,0,0,0,0,0,1,0,0;0,0,0,0,1,0,0,0,0,0;0,0,0,1,0,0,1,1,0,0;1,1,0,0,0,0,1,0,1,0;1,0,0,0,1,1,0,1,1,1;0,1,1,0,1,0,1,0,0,0;0,0,0,0,0,1,1,0,0,1;0,1,0,0,0,0,1,0,1,0"
9655,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,0,1,0,0,0,1,0,0;0,0,0,0,0,1,0,1,1,0;0,0,0,0,0,0,0,0,1,1;1,0,0,0,1,0,0,0,0,0;0,0,0,1,0,0,0,0,0,0;0,1,0,0,0,0,0,1,0,0;0,0,0,0,0,0,0,1,1,0;1,1,0,0,0,1,1,0,0,1;0,1,1,0,0,0,1,0,0,0;0,0,1,0,0,0,0,1,0,0"
9656,1,10,1,7,3,4,2,2,1,1,1,1,1,"0,1,1,0,0,0,0,0,1,0;1,0,0,0,1,1,1,0,1,0;1,0,0,0,0,0,0,0,1,0;0,0,0,0,0,0,0,0,0,0;0,1,0,0,0,1,1,1,0,0;0,1,0,0,1,0,0,0,0,0;0,1,0,0,1,0,0,0,0,0;0,0,0,0,1,0,0,0,0,1;1,1,1,0,0,0,0,0,0,1;0,0,0,0,0,0,0,1,1,0"
9657,4,10,1,9,4,5,2,3,1,1,2,2,2,"0,1,0,0,1,1,1,0,0,1;1,0,0,0,1,0,0,1,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,1,1,0;1,1,0,0,0,1,1,0,0,1;1,0,0,0,1,0,1,1,0,1;1,0,0,0,1,1,0,0,1,1;0,1,0,1,0,1,0,0,0,1;0,0,0,1,0,0,1,0,0,0;1,0,0,0,1,1,1,1,0,0"
9658,4,10,4,8,3,5,3,2,0,0,2,2,2,"0,0,0,1,1,1,0,1,0,0;0,0,1,0,0,0,0,1,0,0;0,1,0,0,1,0,0,1,1,0;1,0,0,0,1,1,0,0,1,0;1,0,1,1,0,1,0,0,1,0;1,0,0,1,1,0,1,0,0,0;0,0,0,0,0,1,0,1,0,0;1,1,1,0,0,0,1,0,0,1;0,0,1,1,1,0,0,0,0,1;0,0,0,0,0,0,0,1,1,0"
9659,1,10,5,6,2,4,3,1,0,0,1,1,1,"0,0,0,0,0,1,0,0,1,1;0,0,1,1,1,0,0,1,0,1;0,1,0,0,1,0,0,0,0,0;0,1,0,0,1,0,0,1,0,0;0,1,1,1,0,1,0,1,0,1;1,0,0,0,1,0,0,0,0,0;0,0,0,0,0,0,0,1,0,1;0,1,0,1,1,0,1,0,1,0;1,0,0,0,0,0,0,1,0,1;1,1,0,0,1,0,1,0,1,0"
9660,4,10,5,9,3,6,4,2,0,0,2,2,2,"0,1,1,0,1,0,1,0,0,0;1,0,1,1,0,0,1,0,1,0;1,1,0,0,0,0,0,0,0,1;0,1,0,0,0,1,1,0,1,0;1,0,0,0,0,0,0,1,0,1;0,0,0,1,0,0,0,1,0,0;1,1,0,1,0,0,0,0,0,0;0,0,0,0,1,1,0,0,1,0;0,1,0,1,0,0,0,1,0,1;0,0,1,0,1,0,0,0,1,0"
9661,4,10,1,9,4,5,2,3,1,1,2,2,2,"0,0,0,1,1,0,0,1,1,0;0,0,0,0,0,0,0,0,0,0;0,0,0,1,1,0,1,1,0,0;1,0,1,0,0,1,1,1,0,0;1,0,1,0,0,0,0,0,0,0;0,0,0,1,0,0,1,0,0,1;0,0,1,1,0,1,0,0,1,0;1,0,1,1,0,0,0,0,1,0;1,0,0,0,0,0,1,1,0,1;0,0,0,0,0,1,0,0,1,0"
9662,1,10,5,6,2,4,3,1,0,0,1,1,1,"0,1,1,0,1,0,0,0,0,1;1,0,1,0,1,0,1,0,0,0;1,1,0,0,0,1,1,1,1,0;0,0,0,0,1,0,0,0,0,1;1,1,0,1,0,1,0,0,0,0;0,0,1,0,1,0,0,0,1,0;0,1,1,0,0,0,0,0,0,0;0,0,1,0,0,0,0,0,0,0;0,0,1,0,0,1,0,0,0,1;1,0,0,1,0,0,0,0,1,0"
9663,4,10,4,7,3,4,2,2,0,0,2,2,2,"0,0,0,1,1,0,1,1,0,1;0,0,1,0,1,0,0,1,1,1;0,1,0,0,0,0,1,0,0,0;1,0,0,0,1,0,0,1,1,0;1,1,0,1,0,0,0,0,0,0;0,0,0,0,0,0,1,0,0,1;1,0,1,0,0,1,0,1,0,0;1,1,0,1,0,0,1,0,1,0;0,1,0,1,0,0,0,1,0,0;1,1,0,0,0,1,0,0,0,0"
9664,-0.1,10,5,3,1,2,2,0,0,0,0,0,0,"0,0,0,0,0,1,0,1,0,0;0,0,0,0,0,1,1,0,0,1;0,0,0,0,0,0,1,0,0,0;0,0,0,0,0,0,1,1,1,0;0,0,0,0,0,0,1,0,0,0;1,1,0,0,0,0,0,0,1,0;0,1,1,1,1,0,0,0,1,1;1,0,0,1,0,0,0,0,0,0;0,0,0,1,0,1,1,0,0,0;0,1,0,0,0,0,1,0,0,0"
9665,4,10,5,7,3,4,2,2,0,0,2,2,2,"0,1,1,1,0,0,0,0,0,1;1,0,0,0,1,1,0,0,1,0;1,0,0,0,0,1,0,1,0,1;1,0,0,0,1,0,0,0,0,0;0,1,0,1,0,0,0,0,0,1;0,1,1,0,0,0,0,0,0,1;0,0,0,0,0,0,0,1,1,0;0,0,1,0,0,0,1,0,0,1;0,1,0,0,0,0,1,0,0,0;1,0,1,0,1,1,0,1,0,0"
9666,4,10,4,7,3,4,2,2,0,0,2,2,2,"0,1,0,1,0,1,1,0,0,1;1,0,0,1,1,0,0,1,0,1;0,0,0,0,0,0,1,0,0,0;1,1,0,0,0,0,1,0,1,1;0,1,0,0,0,0,1,0,1,1;1,0,0,0,0,0,0,1,0,0;1,0,1,1,1,0,0,0,0,1;0,1,0,0,0,1,0,0,0,0;0,0,0,1,1,0,0,0,0,0;1,1,0,1,1,0,1,0,0,0"
9667,1,10,5,5,1,4,3,1,0,0,1,1,1,"0,1,0,1,1,0,1,0,0,1;1,0,0,0,0,0,1,1,0,0;0,0,0,0,0,1,1,0,1,0;1,0,0,0,0,0,0,0,0,0;1,0,0,0,0,1,1,0,0,0;0,0,1,0,1,0,1,0,1,0;1,1,1,0,1,1,0,0,0,0;0,1,0,0,0,0,0,0,0,0;0,0,1,0,0,1,0,0,0,1;1,0,0,0,0,0,0,0,1,0"
9668,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,1,0,0,0,0,0,0,0,0;1,0,0,1,0,1,1,0,0,0;0,0,0,0,1,1,0,1,0,1;0,1,0,0,0,1,0,0,0,0;0,0,1,0,0,0,1,0,0,0;0,1,1,1,0,0,1,0,0,1;0,1,0,0,1,1,0,1,0,1;0,0,1,0,0,0,1,0,0,0;0,0,0,0,0,0,0,0,0,1;0,0,1,0,0,1,1,0,1,0"
9669,1,10,5,6,2,4,3,1,0,0,1,1,1,"0,0,0,0,1,0,0,0,1,0;0,0,0,1,0,1,0,0,0,0;0,0,0,0,1,1,0,0,1,0;0,1,0,0,0,0,0,0,0,0;1,0,1,0,0,1,0,0,0,0;0,1,1,0,1,0,0,1,1,1;0,0,0,0,0,0,0,1,0,0;0,0,0,0,0,1,1,0,1,0;1,0,1,0,0,1,0,1,0,1;0,0,0,0,0,1,0,0,1,0"
9670,1,10,5,6,2,4,3,1,0,0,1,1,1,"0,1,0,0,0,1,0,0,0,1;1,0,0,0,1,0,0,0,1,0;0,0,0,0,0,1,0,0,1,0;0,0,0,0,1,0,0,0,0,1;0,1,0,1,0,0,1,1,0,1;1,0,1,0,0,0,1,0,0,0;0,0,0,0,1,1,0,0,1,0;0,0,0,0,1,0,0,0,1,0;0,1,1,0,0,0,1,1,0,1;1,0,0,1,1,0,0,0,1,0"
9671,1,10,3,6,3,3,1,2,1,1,1,1,1,"0,0,0,0,0,1,0,0,0,0;0,0,0,1,1,0,0,1,1,0;0,0,0,0,0,0,0,1,1,0;0,1,0,0,1,1,0,0,0,0;0,1,0,1,0,0,0,0,0,0;1,0,0,1,0,0,0,0,1,0;0,0,0,0,0,0,0,0,0,0;0,1,1,0,0,0,0,0,0,0;0,1,1,0,0,1,0,0,0,0;0,0,0,0,0,0,0,0,0,0"
9672,-0.1,10,6,3,1,2,2,0,0,0,0,0,0,"0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,1,0,0,0,0;0,0,0,1,0,0,0,0,0,0;0,0,1,0,1,0,0,1,0,0;0,0,0,1,0,0,0,0,0,1;0,1,0,0,0,0,0,0,1,0;0,0,0,0,0,0,0,0,1,1;0,0,0,1,0,0,0,0,0,0;0,0,0,0,0,1,1,0,0,0;0,0,0,0,1,0,1,0,0,0"
9673,4,10,5,8,3,5,3,2,0,0,2,2,2,"0,1,1,0,0,0,1,0,0,1;1,0,0,1,0,1,0,1,0,0;1,0,0,1,0,0,0,1,0,0;0,1,1,0,0,1,1,0,1,0;0,0,0,0,0,1,0,0,0,0;0,1,0,1,1,0,0,0,0,0;1,0,0,1,0,0,0,0,0,1;0,1,1,0,0,0,0,0,1,0;0,0,0,1,0,0,0,1,0,0;1,0,0,0,0,0,1,0,0,0"
9674,-0.1,10,6,4,1,3,3,0,0,0,0,0,0,"0,0,0,1,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,1;0,0,0,0,0,1,1,1,1,1;1,0,0,0,1,1,0,0,1,0;0,0,0,1,0,0,0,0,0,0;0,0,1,1,0,0,1,0,0,0;0,0,1,0,0,1,0,0,0,1;0,0,1,0,0,0,0,0,0,0;0,0,1,1,0,0,0,0,0,0;0,1,1,0,0,0,1,0,0,0"
9675,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,0,1,1,0,1,0,1,0;0,0,1,1,1,0,1,1,1,0;0,1,0,0,0,0,0,0,0,0;1,1,0,0,0,1,1,1,0,1;1,1,0,0,0,0,0,0,0,0;0,0,0,1,0,0,0,0,0,0;1,1,0,1,0,0,0,1,0,0;0,1,0,1,0,0,1,0,0,0;1,1,0,0,0,0,0,0,0,1;0,0,0,1,0,0,0,0,1,0"
9676,1,10,5,4,2,2,1,1,0,0,1,1,1,"0,1,1,0,1,1,1,0,0,0;1,0,1,0,0,0,0,0,0,0;1,1,0,0,0,0,0,0,1,0;0,0,0,0,0,0,0,1,0,1;1,0,0,0,0,1,0,1,0,0;1,0,0,0,1,0,1,0,0,0;1,0,0,0,0,1,0,0,0,0;0,0,0,1,1,0,0,0,1,0;0,0,1,0,0,0,0,1,0,0;0,0,0,1,0,0,0,0,0,0"
9677,1,10,5,6,2,4,3,1,0,0,1,1,1,"0,0,0,1,1,0,1,0,0,0;0,0,0,1,0,0,1,1,0,0;0,0,0,1,0,0,0,0,0,0;1,1,1,0,0,0,1,0,0,0;1,0,0,0,0,0,0,1,0,0;0,0,0,0,0,0,1,1,0,0;1,1,0,1,0,1,0,0,0,0;0,1,0,0,1,1,0,0,0,0;0,0,0,0,0,0,0,0,0,1;0,0,0,0,0,0,0,0,1,0"
9678,1,10,4,6,2,4,3,1,0,0,1,1,1,"0,1,1,0,0,1,0,0,0,0;1,0,0,0,0,0,1,1,0,0;1,0,0,1,0,0,0,0,1,1;0,0,1,0,1,1,0,0,0,0;0,0,0,1,0,1,1,1,0,0;1,0,0,1,1,0,0,0,0,0;0,1,0,0,1,0,0,0,1,0;0,1,0,0,1,0,0,0,1,0;0,0,1,0,0,0,1,1,0,0;0,0,1,0,0,0,0,0,0,0"
9679,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,0,0,1,1,0,1,0,0;0,0,0,0,0,0,1,0,0,0;0,0,0,1,0,0,1,0,1,1;0,0,1,0,0,0,1,1,1,1;1,0,0,0,0,0,0,0,0,0;1,0,0,0,0,0,0,0,0,0;0,1,1,1,0,0,0,0,0,0;1,0,0,1,0,0,0,0,0,0;0,0,1,1,0,0,0,0,0,1;0,0,1,1,0,0,0,0,1,0"
9680,-0.1,10,5,3,1,2,2,0,0,0,0,0,0,"0,1,0,0,0,0,0,0,1,0;1,0,0,0,0,0,0,1,0,0;0,0,0,1,0,1,0,0,0,0;0,0,1,0,0,1,0,1,0,0;0,0,0,0,0,1,0,0,0,0;0,0,1,1,1,0,0,0,0,1;0,0,0,0,0,0,0,1,0,0;0,1,0,1,0,0,1,0,0,0;1,0,0,0,0,0,0,0,0,1;0,0,0,0,0,1,0,0,1,0"
9681,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,0,0,0,1,0,0,1,1;0,0,1,1,0,0,0,0,0,0;0,1,0,0,0,0,0,0,1,1;0,1,0,0,0,0,0,0,0,1;0,0,0,0,0,1,0,0,1,0;1,0,0,0,1,0,0,1,1,1;0,0,0,0,0,0,0,0,1,0;0,0,0,0,0,1,0,0,1,1;1,0,1,0,1,1,1,1,0,1;1,0,1,1,0,1,0,1,1,0"
9682,-0.1,10,7,3,1,2,2,0,0,0,0,0,0,"0,1,0,0,0,0,0,0,0,1;1,0,1,0,1,1,1,0,0,0;0,1,0,0,1,0,0,0,0,0;0,0,0,0,1,0,0,0,0,0;0,1,1,1,0,1,1,1,0,1;0,1,0,0,1,0,0,0,0,0;0,1,0,0,1,0,0,0,0,0;0,0,0,0,1,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;1,0,0,0,1,0,0,0,0,0"
9683,-0.1,10,6,3,1,2,2,0,0,0,0,0,0,"0,0,0,0,0,0,0,0,0,0;0,0,0,1,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,1,0,0,1,0,0,0,1,1;0,0,0,1,0,1,1,1,0,1;0,0,0,0,1,0,1,1,0,0;0,0,0,0,1,1,0,1,0,0;0,0,0,0,1,1,1,0,0,0;0,0,0,1,0,0,0,0,0,0;0,0,0,1,1,0,0,0,0,0"
9684,-0.1,10,6,4,1,3,3,0,0,0,0,0,0,"0,1,0,0,0,0,0,0,0,1;1,0,0,1,0,0,0,0,1,1;0,0,0,0,0,0,0,0,0,1;0,1,0,0,0,0,1,0,0,1;0,0,0,0,0,1,0,0,0,0;0,0,0,0,1,0,1,0,0,0;0,0,0,1,0,1,0,1,0,0;0,0,0,0,0,0,1,0,0,0;0,1,0,0,0,0,0,0,0,0;1,1,1,1,0,0,0,0,0,0"
9685,1,10,3,8,3,5,3,2,1,1,1,1,1,"0,0,0,1,0,0,0,1,0,1;0,0,0,0,1,0,0,0,1,1;0,0,0,0,0,1,0,1,0,1;1,0,0,0,0,0,0,0,0,0;0,1,0,0,0,1,0,0,0,0;0,0,1,0,1,0,0,0,1,1;0,0,0,0,0,0,0,0,0,0;1,0,1,0,0,0,0,0,0,0;0,1,0,0,0,1,0,0,0,0;1,1,1,0,0,1,0,0,0,0"
9686,1,10,2,6,3,3,1,2,1,1,1,1,1,"0,0,0,0,1,1,1,0,0,0;0,0,0,0,0,1,1,1,0,0;0,0,0,0,0,1,0,0,0,0;0,0,0,0,0,0,1,1,1,0;1,0,0,0,0,0,0,0,1,0;1,1,1,0,0,0,0,0,0,1;1,1,0,1,0,0,0,0,0,0;0,1,0,1,0,0,0,0,0,0;0,0,0,1,1,0,0,0,0,0;0,0,0,0,0,1,0,0,0,0"
