Iteration,Total Reward,Actual MIS Size,Generated MIS Size,Line 1 Count,Line 2 Count,Line 3 Count,Line 4 Count,Line 5 Count,Line 6 Count,Line 7 Count,Line 8 Count,Line 9 Count,Line 10 Count,Adjacency Matrix
1992,1,10,4,6,2,4,3,1,0,0,1,1,1,"0,1,0,0,1,0,1,0,1,0;1,0,0,0,0,1,0,1,0,0;0,0,0,0,0,0,0,1,1,1;0,0,0,0,0,0,1,0,0,1;1,0,0,0,0,0,0,1,0,0;0,1,0,0,0,0,0,0,0,0;1,0,0,1,0,0,0,1,0,0;0,1,1,0,1,0,1,0,0,0;1,0,1,0,0,0,0,0,0,1;0,0,1,1,0,0,0,0,1,0"
1993,1,10,4,5,2,3,2,1,0,0,1,1,1,"0,1,1,0,0,0,0,0,0,1;1,0,1,1,0,1,0,0,0,0;1,1,0,0,1,0,0,0,0,0;0,1,0,0,0,1,1,0,0,0;0,0,1,0,0,0,0,0,1,0;0,1,0,1,0,0,1,0,0,1;0,0,0,1,0,1,0,0,1,1;0,0,0,0,0,0,0,0,1,0;0,0,0,0,1,0,1,1,0,0;1,0,0,0,0,1,1,0,0,0"
1994,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,1,1,1,0,1,0,1,0;0,0,1,1,1,1,0,0,0,0;1,1,0,0,0,0,0,0,0,0;1,1,0,0,1,0,0,0,0,0;1,1,0,1,0,0,0,1,1,0;0,1,0,0,0,0,0,1,1,0;1,0,0,0,0,0,0,0,0,0;0,0,0,0,1,1,0,0,0,0;1,0,0,0,1,1,0,0,0,1;0,0,0,0,0,0,0,0,1,0"
1995,1,10,3,7,2,5,3,2,1,1,1,1,1,"0,1,0,0,0,0,1,0,0,0;1,0,0,0,0,0,0,0,0,0;0,0,0,0,1,0,0,0,0,0;0,0,0,0,0,1,1,1,0,1;0,0,1,0,0,1,0,0,0,0;0,0,0,1,1,0,0,1,0,1;1,0,0,1,0,0,0,1,0,0;0,0,0,1,0,1,1,0,0,1;0,0,0,0,0,0,0,0,0,0;0,0,0,1,0,1,0,1,0,0"
1996,1,10,2,8,3,5,3,2,1,1,1,1,1,"0,0,0,0,1,0,1,1,0,0;0,0,0,0,0,0,0,0,1,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,1,0,0,0,1;1,0,0,0,0,1,0,0,0,1;0,0,0,1,1,0,1,0,0,0;1,0,0,0,0,1,0,0,0,1;1,0,0,0,0,0,0,0,1,1;0,1,0,0,0,0,0,1,0,0;0,0,0,1,1,0,1,1,0,0"
1997,-0.1,10,5,3,1,2,2,0,0,0,0,0,0,"0,0,1,1,0,0,0,0,1,0;0,0,0,1,0,0,1,0,0,0;1,0,0,0,0,0,1,1,0,0;1,1,0,0,1,0,0,1,1,0;0,0,0,1,0,0,1,0,0,0;0,0,0,0,0,0,1,0,0,0;0,1,1,0,1,1,0,0,0,1;0,0,1,1,0,0,0,0,0,1;1,0,0,1,0,0,0,0,0,0;0,0,0,0,0,0,1,1,0,0"
1998,9,10,4,9,4,5,2,3,0,0,3,3,3,"0,0,0,0,0,1,0,1,0,0;0,0,0,0,1,0,0,1,0,1;0,0,0,1,1,1,1,0,1,0;0,0,1,0,1,1,0,0,1,0;0,1,1,1,0,1,1,0,1,1;1,0,1,1,1,0,1,0,0,0;0,0,1,0,1,1,0,0,1,0;1,1,0,0,0,0,0,0,0,1;0,0,1,1,1,0,1,0,0,0;0,1,0,0,1,0,0,1,0,0"
1999,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,1,0,0,0,1,0,0,1;0,0,0,0,0,1,0,0,0,0;1,0,0,1,0,0,0,1,0,1;0,0,1,0,0,0,0,0,0,0;0,0,0,0,0,0,0,1,0,0;0,1,0,0,0,0,0,0,0,0;1,0,0,0,0,0,0,0,1,0;0,0,1,0,1,0,0,0,1,1;0,0,0,0,0,0,1,1,0,0;1,0,1,0,0,0,0,1,0,0"
2000,1,10,2,6,3,3,1,2,1,1,1,1,1,"0,1,0,0,1,0,1,1,0,1;1,0,1,0,0,0,1,0,0,0;0,1,0,0,0,0,0,0,0,0;0,0,0,0,1,0,1,0,0,0;1,0,0,1,0,0,0,0,0,0;0,0,0,0,0,0,1,0,0,1;1,1,0,1,0,1,0,0,0,0;1,0,0,0,0,0,0,0,0,1;0,0,0,0,0,0,0,0,0,0;1,0,0,0,0,1,0,1,0,0"
2001,4,10,4,7,3,4,2,2,0,0,2,2,2,"0,0,0,0,1,1,0,1,0,1;0,0,0,0,1,1,0,1,0,0;0,0,0,0,1,0,1,0,0,0;0,0,0,0,0,1,1,0,1,0;1,1,1,0,0,1,0,0,1,1;1,1,0,1,1,0,0,0,0,1;0,0,1,1,0,0,0,1,1,1;1,1,0,0,0,0,1,0,0,0;0,0,0,1,1,0,1,0,0,0;1,0,0,0,1,1,1,0,0,0"
2002,1,10,5,4,2,2,1,1,0,0,1,1,1,"0,0,0,1,0,1,1,0,1,0;0,0,0,0,0,0,0,0,0,1;0,0,0,0,1,1,0,0,0,1;1,0,0,0,0,1,0,0,0,1;0,0,1,0,0,0,0,0,1,0;1,0,1,1,0,0,0,0,0,0;1,0,0,0,0,0,0,1,0,0;0,0,0,0,0,0,1,0,1,1;1,0,0,0,1,0,0,1,0,0;0,1,1,1,0,0,0,1,0,0"
2003,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,0,0,0,1,1,0,0,0;0,0,1,0,1,1,0,1,0,1;0,1,0,1,0,1,0,0,0,1;0,0,1,0,0,1,1,0,0,1;0,1,0,0,0,0,0,0,0,0;1,1,1,1,0,0,0,0,0,0;1,0,0,1,0,0,0,1,1,0;0,1,0,0,0,0,1,0,0,0;0,0,0,0,0,0,1,0,0,0;0,1,1,1,0,0,0,0,0,0"
2004,1,10,5,5,2,3,2,1,0,0,1,1,1,"0,1,0,0,0,1,0,0,1,0;1,0,0,0,0,0,1,0,0,0;0,0,0,0,1,0,0,0,1,1;0,0,0,0,0,1,1,0,0,0;0,0,1,0,0,0,0,1,0,0;1,0,0,1,0,0,0,0,1,0;0,1,0,1,0,0,0,0,0,0;0,0,0,0,1,0,0,0,0,0;1,0,1,0,0,1,0,0,0,0;0,0,1,0,0,0,0,0,0,0"
2005,-0.1,10,6,3,1,2,2,0,0,0,0,0,0,"0,0,0,1,1,0,0,1,1,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,1,1;1,0,0,0,0,0,0,0,0,0;1,0,0,0,0,0,0,1,1,1;0,0,0,0,0,0,0,0,1,0;0,0,0,0,0,0,0,1,1,0;1,0,0,0,1,0,1,0,1,0;1,0,1,0,1,1,1,1,0,0;0,0,1,0,1,0,0,0,0,0"
2006,1,10,5,5,2,3,2,1,0,0,1,1,1,"0,0,0,0,0,0,0,0,0,1;0,0,0,0,0,1,1,0,0,1;0,0,0,0,1,0,0,0,0,0;0,0,0,0,0,0,1,0,1,0;0,0,1,0,0,0,0,1,0,1;0,1,0,0,0,0,0,1,1,1;0,1,0,1,0,0,0,0,1,0;0,0,0,0,1,1,0,0,1,0;0,0,0,1,0,1,1,1,0,0;1,1,0,0,1,1,0,0,0,0"
2007,4,10,4,7,3,4,2,2,0,0,2,2,2,"0,0,1,0,0,0,1,0,0,0;0,0,0,0,1,1,0,0,0,0;1,0,0,1,0,1,1,0,1,0;0,0,1,0,1,1,0,0,1,0;0,1,0,1,0,0,0,0,1,0;0,1,1,1,0,0,0,0,0,0;1,0,1,0,0,0,0,1,0,0;0,0,0,0,0,0,1,0,1,1;0,0,1,1,1,0,0,1,0,0;0,0,0,0,0,0,0,1,0,0"
2008,1,10,5,5,2,3,2,1,0,0,1,1,1,"0,0,0,0,1,0,0,0,0,0;0,0,1,0,0,0,0,1,0,0;0,1,0,1,0,1,0,0,0,0;0,0,1,0,0,1,0,1,0,0;1,0,0,0,0,0,0,0,1,0;0,0,1,1,0,0,0,1,0,1;0,0,0,0,0,0,0,1,1,0;0,1,0,1,0,1,1,0,1,0;0,0,0,0,1,0,1,1,0,1;0,0,0,0,0,1,0,0,1,0"
2009,-0.1,10,6,4,1,3,3,0,0,0,0,0,0,"0,1,0,0,0,1,0,0,1,0;1,0,1,0,0,1,0,0,0,0;0,1,0,0,0,0,0,1,0,0;0,0,0,0,0,0,0,1,1,0;0,0,0,0,0,0,0,1,0,0;1,1,0,0,0,0,0,0,1,1;0,0,0,0,0,0,0,0,0,0;0,0,1,1,1,0,0,0,0,1;1,0,0,1,0,1,0,0,0,1;0,0,0,0,0,1,0,1,1,0"
2010,-0.1,10,6,4,1,3,3,0,0,0,0,0,0,"0,0,1,0,0,0,1,0,0,0;0,0,0,0,0,1,0,0,1,1;1,0,0,1,0,1,0,1,0,0;0,0,1,0,0,0,1,0,0,0;0,0,0,0,0,0,0,0,0,1;0,1,1,0,0,0,1,0,0,0;1,0,0,1,0,1,0,0,0,1;0,0,1,0,0,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0;0,1,0,0,1,0,1,0,0,0"
2011,-0.1,10,5,5,1,4,4,0,0,0,0,0,0,"0,1,1,0,0,0,1,1,1,0;1,0,1,0,1,0,1,1,0,1;1,1,0,0,0,0,0,1,0,0;0,0,0,0,1,0,0,1,1,0;0,1,0,1,0,0,1,0,1,0;0,0,0,0,0,0,0,1,0,0;1,1,0,0,1,0,0,1,0,0;1,1,1,1,0,1,1,0,0,0;1,0,0,1,1,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0"
2012,-0.1,10,6,4,1,3,3,0,0,0,0,0,0,"0,1,0,1,0,0,1,0,1,0;1,0,0,0,0,1,0,0,0,0;0,0,0,1,0,0,0,0,0,0;1,0,1,0,1,0,0,0,0,0;0,0,0,1,0,1,0,1,0,0;0,1,0,0,1,0,1,1,0,1;1,0,0,0,0,1,0,0,0,0;0,0,0,0,1,1,0,0,0,1;1,0,0,0,0,0,0,0,0,0;0,0,0,0,0,1,0,1,0,0"
2013,1,10,4,6,2,4,3,1,0,0,1,1,1,"0,0,0,1,0,0,0,0,0,1;0,0,1,0,0,1,0,0,0,1;0,1,0,0,0,1,1,1,1,1;1,0,0,0,0,0,0,1,0,0;0,0,0,0,0,1,1,0,1,0;0,1,1,0,1,0,1,0,0,0;0,0,1,0,1,1,0,0,1,1;0,0,1,1,0,0,0,0,0,0;0,0,1,0,1,0,1,0,0,0;1,1,1,0,0,0,1,0,0,0"
2014,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,0,0,0,1,0,0,0,0;0,0,0,1,0,1,1,0,0,0;0,0,0,0,0,1,0,0,0,1;0,1,0,0,1,0,0,0,0,1;0,0,0,1,0,0,1,0,1,1;1,1,1,0,0,0,0,1,0,0;0,1,0,0,1,0,0,1,0,0;0,0,0,0,0,1,1,0,0,0;0,0,0,0,1,0,0,0,0,0;0,0,1,1,1,0,0,0,0,0"
2015,1,10,4,4,2,2,1,1,0,0,1,1,1,"0,0,0,0,0,0,1,0,1,0;0,0,0,1,0,1,0,0,0,0;0,0,0,0,0,1,0,1,0,0;0,1,0,0,0,0,0,1,1,1;0,0,0,0,0,0,0,0,0,1;0,1,1,0,0,0,0,1,0,1;1,0,0,0,0,0,0,1,0,1;0,0,1,1,0,1,1,0,1,0;1,0,0,1,0,0,0,1,0,0;0,0,0,1,1,1,1,0,0,0"
2016,1,10,2,7,3,4,2,2,1,1,1,1,1,"0,0,1,0,0,0,1,0,0,1;0,0,0,1,1,0,0,1,0,0;1,0,0,1,0,0,0,1,0,0;0,1,1,0,0,0,0,0,0,1;0,1,0,0,0,0,1,0,0,0;0,0,0,0,0,0,0,0,0,0;1,0,0,0,1,0,0,0,0,0;0,1,1,0,0,0,0,0,1,1;0,0,0,0,0,0,0,1,0,0;1,0,0,1,0,0,0,1,0,0"
2017,4,10,4,7,3,4,2,2,0,0,2,2,2,"0,0,0,1,0,1,0,1,0,1;0,0,0,1,0,1,0,0,1,0;0,0,0,1,1,1,0,0,0,1;1,1,1,0,0,1,0,0,1,0;0,0,1,0,0,0,0,1,1,0;1,1,1,1,0,0,1,0,0,0;0,0,0,0,0,1,0,0,0,1;1,0,0,0,1,0,0,0,0,1;0,1,0,1,1,0,0,0,0,1;1,0,1,0,0,0,1,1,1,0"
2018,4,10,2,8,3,5,2,3,1,1,2,2,2,"0,0,1,1,0,0,0,1,1,0;0,0,0,0,0,1,1,1,0,0;1,0,0,1,0,1,0,1,0,0;1,0,1,0,0,0,0,0,1,0;0,0,0,0,0,0,0,1,0,0;0,1,1,0,0,0,1,1,1,0;0,1,0,0,0,1,0,1,1,0;1,1,1,0,1,1,1,0,1,1;1,0,0,1,0,1,1,1,0,0;0,0,0,0,0,0,0,1,0,0"
2019,1,10,4,5,2,3,2,1,0,0,1,1,1,"0,0,1,0,0,1,1,1,0,0;0,0,1,0,0,0,0,0,1,1;1,1,0,0,1,0,0,0,0,0;0,0,0,0,0,0,1,1,0,0;0,0,1,0,0,0,0,1,0,0;1,0,0,0,0,0,1,0,0,0;1,0,0,1,0,1,0,1,0,1;1,0,0,1,1,0,1,0,1,0;0,1,0,0,0,0,0,1,0,1;0,1,0,0,0,0,1,0,1,0"
2020,9,10,4,10,4,6,3,3,0,0,3,3,3,"0,1,1,1,1,1,1,0,0,0;1,0,1,0,0,1,1,0,1,0;1,1,0,1,0,1,0,0,0,0;1,0,1,0,0,0,0,0,1,1;1,0,0,0,0,0,0,1,0,1;1,1,1,0,0,0,1,1,1,0;1,1,0,0,0,1,0,1,0,0;0,0,0,0,1,1,1,0,0,1;0,1,0,1,0,1,0,0,0,0;0,0,0,1,1,0,0,1,0,0"
2021,1,10,5,5,2,3,2,1,0,0,1,1,1,"0,1,1,0,0,1,0,0,0,0;1,0,0,0,0,0,0,1,0,0;1,0,0,0,1,0,0,1,1,0;0,0,0,0,0,1,0,0,0,0;0,0,1,0,0,0,0,0,1,0;1,0,0,1,0,0,1,1,1,0;0,0,0,0,0,1,0,0,0,1;0,1,1,0,0,1,0,0,0,0;0,0,1,0,1,1,0,0,0,0;0,0,0,0,0,0,1,0,0,0"
2022,1,10,3,5,2,3,1,2,1,1,1,1,1,"0,0,0,0,1,0,0,0,0,0;0,0,0,0,1,0,0,1,1,1;0,0,0,0,0,0,1,1,0,1;0,0,0,0,0,0,0,0,0,0;1,1,0,0,0,0,1,1,0,0;0,0,0,0,0,0,0,0,0,0;0,0,1,0,1,0,0,0,1,1;0,1,1,0,1,0,0,0,0,1;0,1,0,0,0,0,1,0,0,1;0,1,1,0,0,0,1,1,1,0"
2023,-0.1,10,6,4,1,3,3,0,0,0,0,0,0,"0,0,1,1,0,0,0,1,0,1;0,0,0,0,0,0,0,0,1,0;1,0,0,0,0,0,0,1,0,0;1,0,0,0,0,0,1,0,1,0;0,0,0,0,0,0,1,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,1,1,0,0,0,0,1;1,0,1,0,0,0,0,0,0,0;0,1,0,1,0,0,0,0,0,0;1,0,0,0,0,0,1,0,0,0"
2024,1,10,5,5,2,3,2,1,0,0,1,1,1,"0,0,0,0,0,1,0,0,0,0;0,0,1,1,1,0,1,0,1,0;0,1,0,1,1,1,0,0,1,0;0,1,1,0,0,1,0,0,0,0;0,1,1,0,0,0,0,1,0,1;1,0,1,1,0,0,0,0,0,1;0,1,0,0,0,0,0,1,0,0;0,0,0,0,1,0,1,0,0,0;0,1,1,0,0,0,0,0,0,1;0,0,0,0,1,1,0,0,1,0"
2025,1,10,1,8,3,5,3,2,1,1,1,1,1,"0,0,0,1,0,1,1,0,1,1;0,0,0,1,0,0,0,0,1,0;0,0,0,0,0,0,0,0,0,0;1,1,0,0,0,1,0,1,1,0;0,0,0,0,0,0,1,1,0,1;1,0,0,1,0,0,0,0,0,0;1,0,0,0,1,0,0,1,1,0;0,0,0,1,1,0,1,0,0,0;1,1,0,1,0,0,1,0,0,0;1,0,0,0,1,0,0,0,0,0"
2026,1,10,3,7,3,4,2,2,1,1,1,1,1,"0,0,1,0,0,0,0,0,1,0;0,0,0,0,0,0,0,0,0,1;1,0,0,0,1,0,1,0,0,0;0,0,0,0,0,0,0,0,0,1;0,0,1,0,0,0,1,0,0,1;0,0,0,0,0,0,0,1,1,1;0,0,1,0,1,0,0,0,1,0;0,0,0,0,0,1,0,0,0,0;1,0,0,0,0,1,1,0,0,0;0,1,0,1,1,1,0,0,0,0"
2027,9,10,4,8,4,4,1,3,0,0,3,3,3,"0,0,1,1,1,0,0,1,0,1;0,0,1,0,1,0,0,1,1,0;1,1,0,1,1,0,0,0,0,0;1,0,1,0,0,1,0,0,1,0;1,1,1,0,0,1,0,1,0,1;0,0,0,1,1,0,0,1,1,0;0,0,0,0,0,0,0,0,0,1;1,1,0,0,1,1,0,0,0,0;0,1,0,1,0,1,0,0,0,0;1,0,0,0,1,0,1,0,0,0"
2028,-0.1,10,7,4,1,3,3,0,0,0,0,0,0,"0,1,0,0,0,0,0,0,0,0;1,0,0,0,1,0,0,0,0,1;0,0,0,0,1,0,0,0,0,0;0,0,0,0,1,1,0,0,0,0;0,1,1,1,0,1,0,0,0,0;0,0,0,1,1,0,1,1,0,0;0,0,0,0,0,1,0,0,0,0;0,0,0,0,0,1,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0"
2029,-0.1,10,6,4,1,3,3,0,0,0,0,0,0,"0,0,0,1,0,0,0,0,0,0;0,0,1,0,0,1,0,0,1,0;0,1,0,0,0,1,0,0,0,0;1,0,0,0,0,1,0,0,0,0;0,0,0,0,0,0,0,1,0,0;0,1,1,1,0,0,1,1,0,1;0,0,0,0,0,1,0,0,0,0;0,0,0,0,1,1,0,0,1,1;0,1,0,0,0,0,0,1,0,0;0,0,0,0,0,1,0,1,0,0"
2030,1,10,4,4,2,2,1,1,0,0,1,1,1,"0,0,0,1,0,0,0,1,0,0;0,0,1,0,0,1,0,0,1,0;0,1,0,1,0,1,0,0,0,0;1,0,1,0,1,1,0,1,0,1;0,0,0,1,0,1,0,0,0,1;0,1,1,1,1,0,1,0,1,0;0,0,0,0,0,1,0,0,0,0;1,0,0,1,0,0,0,0,1,0;0,1,0,0,0,1,0,1,0,0;0,0,0,1,1,0,0,0,0,0"
2031,-0.1,10,6,4,1,3,3,0,0,0,0,0,0,"0,0,0,0,0,0,0,0,1,1;0,0,0,0,1,0,0,0,1,1;0,0,0,0,0,0,0,0,1,0;0,0,0,0,0,1,0,0,0,1;0,1,0,0,0,1,1,0,1,1;0,0,0,1,1,0,0,1,1,0;0,0,0,0,1,0,0,0,0,0;0,0,0,0,0,1,0,0,0,0;1,1,1,0,1,1,0,0,0,1;1,1,0,1,1,0,0,0,1,0"
2032,-0.1,10,5,5,1,4,4,0,0,0,0,0,0,"0,1,0,1,0,0,1,0,0,0;1,0,1,0,0,0,0,0,1,0;0,1,0,1,1,0,0,1,0,0;1,0,1,0,1,0,0,0,0,0;0,0,1,1,0,0,0,0,1,0;0,0,0,0,0,0,0,1,0,0;1,0,0,0,0,0,0,0,1,0;0,0,1,0,0,1,0,0,0,0;0,1,0,0,1,0,1,0,0,1;0,0,0,0,0,0,0,0,1,0"
2033,1,10,5,6,2,4,3,1,0,0,1,1,1,"0,0,1,1,1,0,1,1,0,0;0,0,0,0,0,1,0,1,0,1;1,0,0,0,0,0,1,0,0,0;1,0,0,0,0,0,0,0,1,0;1,0,0,0,0,0,0,0,1,1;0,1,0,0,0,0,0,0,0,0;1,0,1,0,0,0,0,1,0,1;1,1,0,0,0,0,1,0,0,0;0,0,0,1,1,0,0,0,0,1;0,1,0,0,1,0,1,0,1,0"
2034,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,1,0,0,0,0,0,0,1,0;1,0,0,0,0,0,0,0,0,1;0,0,0,1,0,1,0,1,1,0;0,0,1,0,0,0,1,1,0,0;0,0,0,0,0,0,0,0,0,1;0,0,1,0,0,0,0,0,0,0;0,0,0,1,0,0,0,0,0,0;0,0,1,1,0,0,0,0,0,0;1,0,1,0,0,0,0,0,0,0;0,1,0,0,1,0,0,0,0,0"
2035,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,1,1,0,1,0,1,0,0,0;1,0,1,0,0,1,0,0,0,1;1,1,0,1,0,0,1,0,0,0;0,0,1,0,0,0,0,1,1,0;1,0,0,0,0,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0;1,0,1,0,0,0,0,1,0,0;0,0,0,1,0,0,1,0,0,0;0,0,0,1,0,0,0,0,0,1;0,1,0,0,0,0,0,0,1,0"
2036,1,10,1,6,3,3,1,2,1,1,1,1,1,"0,1,0,1,1,0,1,0,0,1;1,0,0,0,0,0,0,1,0,0;0,0,0,0,0,0,0,0,0,0;1,0,0,0,0,0,0,1,0,0;1,0,0,0,0,1,0,1,0,1;0,0,0,0,1,0,0,0,1,0;1,0,0,0,0,0,0,0,1,1;0,1,0,1,1,0,0,0,0,0;0,0,0,0,0,1,1,0,0,0;1,0,0,0,1,0,1,0,0,0"
2037,1,10,5,5,2,3,2,1,0,0,1,1,1,"0,0,0,0,0,1,0,0,0,0;0,0,1,1,0,0,0,0,1,0;0,1,0,0,0,0,1,0,0,1;0,1,0,0,1,1,0,0,0,1;0,0,0,1,0,1,0,1,0,0;1,0,0,1,1,0,0,0,1,0;0,0,1,0,0,0,0,0,1,0;0,0,0,0,1,0,0,0,0,0;0,1,0,0,0,1,1,0,0,0;0,0,1,1,0,0,0,0,0,0"
2038,1,10,5,5,1,4,3,1,0,0,1,1,1,"0,0,1,1,0,0,1,0,1,0;0,0,1,0,1,0,0,0,0,1;1,1,0,1,1,0,1,0,1,0;1,0,1,0,1,0,1,0,0,0;0,1,1,1,0,0,0,1,1,0;0,0,0,0,0,0,1,0,0,0;1,0,1,1,0,1,0,0,0,0;0,0,0,0,1,0,0,0,0,0;1,0,1,0,1,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0"
2039,1,10,4,6,2,4,3,1,0,0,1,1,1,"0,0,0,0,0,1,1,0,0,0;0,0,0,0,1,0,1,1,0,0;0,0,0,1,1,0,1,0,1,0;0,0,1,0,1,1,0,1,1,1;0,1,1,1,0,0,1,1,0,0;1,0,0,1,0,0,0,1,0,1;1,1,1,0,1,0,0,0,0,0;0,1,0,1,1,1,0,0,0,0;0,0,1,1,0,0,0,0,0,0;0,0,0,1,0,1,0,0,0,0"
2040,1,10,5,5,2,3,2,1,0,0,1,1,1,"0,0,0,0,0,0,1,1,0,0;0,0,0,0,1,0,1,0,0,0;0,0,0,1,1,0,1,0,1,0;0,0,1,0,0,1,0,0,0,0;0,1,1,0,0,0,0,0,1,1;0,0,0,1,0,0,1,1,0,0;1,1,1,0,0,1,0,1,1,1;1,0,0,0,0,1,1,0,0,0;0,0,1,0,1,0,1,0,0,0;0,0,0,0,1,0,1,0,0,0"
2041,-0.1,10,5,3,1,2,2,0,0,0,0,0,0,"0,0,0,0,0,1,0,0,1,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,1,0,0,0;0,0,0,0,0,0,0,0,0,1;0,0,0,0,0,1,0,1,0,0;1,0,0,0,1,0,0,0,0,0;0,0,1,0,0,0,0,0,0,1;0,0,0,0,1,0,0,0,1,0;1,0,0,0,0,0,0,1,0,1;0,0,0,1,0,0,1,0,1,0"
2042,-0.1,10,4,3,1,2,2,0,0,0,0,0,0,"0,1,0,1,1,0,0,0,1,0;1,0,0,0,1,0,0,0,0,0;0,0,0,0,0,1,0,1,0,0;1,0,0,0,0,0,0,0,0,0;1,1,0,0,0,0,0,1,1,0;0,0,1,0,0,0,0,0,0,1;0,0,0,0,0,0,0,0,1,1;0,0,1,0,1,0,0,0,1,0;1,0,0,0,1,0,1,1,0,0;0,0,0,0,0,1,1,0,0,0"
2043,4,10,4,7,3,4,2,2,0,0,2,2,2,"0,1,1,1,0,1,1,0,0,0;1,0,0,1,0,0,1,0,1,0;1,0,0,1,0,0,0,1,0,0;1,1,1,0,1,1,1,0,0,1;0,0,0,1,0,0,1,1,0,1;1,0,0,1,0,0,1,0,0,0;1,1,0,1,1,1,0,0,0,1;0,0,1,0,1,0,0,0,1,0;0,1,0,0,0,0,0,1,0,0;0,0,0,1,1,0,1,0,0,0"
2044,1,10,4,5,2,3,2,1,0,0,1,1,1,"0,0,0,0,1,0,0,1,0,1;0,0,0,1,0,1,0,0,0,0;0,0,0,0,1,0,1,1,0,0;0,1,0,0,0,1,0,1,1,0;1,0,1,0,0,0,1,0,0,1;0,1,0,1,0,0,0,0,0,0;0,0,1,0,1,0,0,0,0,0;1,0,1,1,0,0,0,0,0,0;0,0,0,1,0,0,0,0,0,0;1,0,0,0,1,0,0,0,0,0"
2045,4,10,4,8,3,5,3,2,0,0,2,2,2,"0,0,0,0,1,0,1,1,0,1;0,0,1,0,1,1,0,1,0,1;0,1,0,0,1,1,1,1,0,0;0,0,0,0,0,1,1,0,0,0;1,1,1,0,0,0,1,1,0,1;0,1,1,1,0,0,0,0,0,0;1,0,1,1,1,0,0,1,0,0;1,1,1,0,1,0,1,0,1,0;0,0,0,0,0,0,0,1,0,1;1,1,0,0,1,0,0,0,1,0"
2046,9,10,4,8,4,4,1,3,0,0,3,3,3,"0,0,1,0,0,1,1,1,1,1;0,0,0,1,1,0,0,1,1,0;1,0,0,1,1,0,1,1,1,0;0,1,1,0,0,0,0,1,0,0;0,1,1,0,0,1,0,0,0,0;1,0,0,0,1,0,1,0,1,0;1,0,1,0,0,1,0,0,1,1;1,1,1,1,0,0,0,0,1,0;1,1,1,0,0,1,1,1,0,0;1,0,0,0,0,0,1,0,0,0"
2047,-0.1,10,4,3,1,2,2,0,0,0,0,0,0,"0,0,1,0,0,0,1,1,0,0;0,0,0,0,1,1,0,0,0,0;1,0,0,0,0,0,1,1,1,0;0,0,0,0,0,0,1,0,1,0;0,1,0,0,0,0,0,0,1,0;0,1,0,0,0,0,1,0,0,0;1,0,1,1,0,1,0,1,1,0;1,0,1,0,0,0,1,0,1,0;0,0,1,1,1,0,1,1,0,1;0,0,0,0,0,0,0,0,1,0"
2048,1,10,4,6,2,4,3,1,0,0,1,1,1,"0,0,0,0,0,0,1,0,1,0;0,0,0,1,1,1,0,1,1,0;0,0,0,0,0,0,0,1,0,0;0,1,0,0,1,0,1,0,0,1;0,1,0,1,0,0,0,0,0,0;0,1,0,0,0,0,0,0,0,1;1,0,0,1,0,0,0,1,1,0;0,1,1,0,0,0,1,0,1,1;1,1,0,0,0,0,1,1,0,1;0,0,0,1,0,1,0,1,1,0"
2049,1,10,4,6,2,4,3,1,0,0,1,1,1,"0,0,1,0,0,0,1,1,1,1;0,0,1,1,0,1,1,0,1,0;1,1,0,0,0,0,0,0,1,0;0,1,0,0,0,0,0,0,0,0;0,0,0,0,0,1,1,1,0,0;0,1,0,0,1,0,1,1,0,0;1,1,0,0,1,1,0,1,0,0;1,0,0,0,1,1,1,0,0,1;1,1,1,0,0,0,0,0,0,1;1,0,0,0,0,0,0,1,1,0"
2050,9,10,4,8,4,4,1,3,0,0,3,3,3,"0,0,0,0,1,1,0,1,0,1;0,0,1,1,0,0,1,0,0,1;0,1,0,1,1,0,0,1,0,0;0,1,1,0,1,1,1,0,0,0;1,0,1,1,0,0,0,1,0,0;1,0,0,1,0,0,0,1,0,1;0,1,0,1,0,0,0,0,1,1;1,0,1,0,1,1,0,0,0,0;0,0,0,0,0,0,1,0,0,0;1,1,0,0,0,1,1,0,0,0"
